"county","state","total_customer_last_month","churn_count_last_month","churn_percent_fiber","churn_percent_dsl","churn_percent_only_phone"
"McPherson","KS","3","0",NULL,NULL,NULL
"McPherson","ND","1","0",NULL,NULL,NULL
"McPherson","SD","1","0",NULL,NULL,NULL
"Meade","KS","1","0",NULL,NULL,NULL
"Medina","OH","2","0",NULL,NULL,NULL
"Meeker","MN","2","0",NULL,NULL,NULL
"Menard","IL","1","0",NULL,NULL,NULL
"Mercer","KY","1","0",NULL,NULL,NULL
"Mercer","OH","2","0",NULL,NULL,NULL
"Mercer","WV","2","0",NULL,NULL,NULL
"Merrick","NE","1","0",NULL,NULL,NULL
"Miami","IN","1","0",NULL,NULL,NULL
"Miami","KS","2","0",NULL,NULL,NULL
"Middlesex","VA","2","0",NULL,NULL,NULL
"Midland","MI","1","0",NULL,NULL,NULL
"Mifflin","PA","5","0",NULL,NULL,NULL
"Mills","IA","1","0",NULL,NULL,NULL
"Mills","TX","1","0",NULL,NULL,NULL
"Mineral","WV","1","0",NULL,NULL,NULL
"Minidoka","ID","1","0",NULL,NULL,NULL
"Minnehaha","SD","4","0",NULL,NULL,NULL
"Missaukee","MI","2","0",NULL,NULL,NULL
"Mississippi","MO","2","0",NULL,NULL,NULL
"Missoula","MT","3","0",NULL,NULL,NULL
"Mitchell","GA","4","0",NULL,NULL,NULL
"Mitchell","IA","1","0",NULL,NULL,NULL
"Modoc","CA","3","0",NULL,NULL,NULL
"Moffat","CO","2","0",NULL,NULL,NULL
"Monona","IA","1","0",NULL,NULL,NULL
"Monongalia","WV","2","0",NULL,NULL,NULL
"Monroe","FL","6","0",NULL,NULL,NULL
"Monroe","MI","4","0",NULL,NULL,NULL
"Monroe","TN","1","0",NULL,NULL,NULL
"Monroe","WV","5","0",NULL,NULL,NULL
"Montgomery","AL","6","0",NULL,NULL,NULL
"Montgomery","IA","1","0",NULL,NULL,NULL
"Montgomery","KY","4","0",NULL,NULL,NULL
"Montgomery","MO","3","0",NULL,NULL,NULL
"Montgomery","MS","1","0",NULL,NULL,NULL
"Montgomery","TN","1","0",NULL,NULL,NULL
"Montgomery","VA","2","0",NULL,NULL,NULL
"Moody","SD","2","0",NULL,NULL,NULL
"Moore","TX","1","0",NULL,NULL,NULL
"Morgan","CO","2","0",NULL,NULL,NULL
"Morgan","GA","2","0",NULL,NULL,NULL
"Morgan","KY","3","0",NULL,NULL,NULL
"Morgan","MO","4","0",NULL,NULL,NULL
"Morrill","NE","2","0",NULL,NULL,NULL
"Morris","KS","1","0",NULL,NULL,NULL
"Morrow","OR","1","0",NULL,NULL,NULL
"Motley","TX","1","0",NULL,NULL,NULL
"Moultrie","IL","1","0",NULL,NULL,NULL
"Multnomah","OR","7","0",NULL,NULL,NULL
"Murray","MN","1","0",NULL,NULL,NULL
"Muskegon","MI","1","0",NULL,NULL,NULL
"Muskogee","OK","2","0",NULL,NULL,NULL
"Nash","NC","2","0",NULL,NULL,NULL
"Natrona","WY","2","0",NULL,NULL,NULL
"Nelson","ND","2","0",NULL,NULL,NULL
"Ness","KS","1","0",NULL,NULL,NULL
"Nevada","AR","2","0",NULL,NULL,NULL
"Nevada","CA","1","0",NULL,NULL,NULL
"New Hanover","NC","1","0",NULL,NULL,NULL
"New Madrid","MO","6","0",NULL,NULL,NULL
"Newaygo","MI","1","0",NULL,NULL,NULL
"Newberry","SC","2","0",NULL,NULL,NULL
"Newport News","VA","3","0",NULL,NULL,NULL
"Newton","AR","2","0",NULL,NULL,NULL
"Newton","TX","2","0",NULL,NULL,NULL
"Nicholas","WV","7","0",NULL,NULL,NULL
"Noble","OH","2","0",NULL,NULL,NULL
"Nolan","TX","3","0",NULL,NULL,NULL
"Northampton","VA","5","0",NULL,NULL,NULL
"Norton","KS","2","0",NULL,NULL,NULL
"Norton","VA","2","0",NULL,NULL,NULL
"Nuckolls","NE","2","0",NULL,NULL,NULL
"Nye","NV","2","0",NULL,NULL,NULL
"Obion","TN","2","0",NULL,NULL,NULL
"OBrien","IA","1","0",NULL,NULL,NULL
"Oceana","MI","3","0",NULL,NULL,NULL
"Ogemaw","MI","3","0",NULL,NULL,NULL
"Oglala Lakota","SD","3","0",NULL,NULL,NULL
"Ogle","IL","2","0",NULL,NULL,NULL
"Oglethorpe","GA","3","0",NULL,NULL,NULL
"Ohio","IN","2","0",NULL,NULL,NULL
"Okeechobee","FL","1","0",NULL,NULL,NULL
"Okmulgee","OK","2","0",NULL,NULL,NULL
"Oktibbeha","MS","2","0",NULL,NULL,NULL
"Oneida","WI","1","0",NULL,NULL,NULL
"Orange","VA","5","0",NULL,NULL,NULL
"Oregon","MO","1","0",NULL,NULL,NULL
"Orleans","LA","1","0",NULL,NULL,NULL
"Orleans","NY","3","0",NULL,NULL,NULL
"Orocovis","PR","1","0",NULL,NULL,NULL
"Osage","MO","2","0",NULL,NULL,NULL
"Osage","OK","2","0",NULL,NULL,NULL
"Osborne","KS","1","0",NULL,NULL,NULL
"Osceola","IA","2","0",NULL,NULL,NULL
"Osceola","MI","1","0",NULL,NULL,NULL
"Oscoda","MI","1","0",NULL,NULL,NULL
"Ouachita","LA","1","0",NULL,NULL,NULL
"Overton","TN","1","0",NULL,NULL,NULL
"Owsley","KY","2","0",NULL,NULL,NULL
"Owyhee","ID","1","0",NULL,NULL,NULL
"Ozaukee","WI","1","0",NULL,NULL,NULL
"Palo Pinto","TX","3","0",NULL,NULL,NULL
"Park","MT","4","0",NULL,NULL,NULL
"Parmer","TX","1","0",NULL,NULL,NULL
"Patrick","VA","3","0",NULL,NULL,NULL
"Pawnee","KS","1","0",NULL,NULL,NULL
"Peach","GA","1","0",NULL,NULL,NULL
"Pearl River","MS","1","0",NULL,NULL,NULL
"Pend Oreille","WA","1","0",NULL,NULL,NULL
"Pepin","WI","1","0",NULL,NULL,NULL
"Perry","MO","1","0",NULL,NULL,NULL
"Perry","MS","1","0",NULL,NULL,NULL
"Perry","PA","2","0",NULL,NULL,NULL
"Pettis","MO","1","0",NULL,NULL,NULL
"Phelps","MO","2","0",NULL,NULL,NULL
"Phelps","NE","1","0",NULL,NULL,NULL
"Phillips","AR","3","0",NULL,NULL,NULL
"Phillips","CO","2","0",NULL,NULL,NULL
"Phillips","KS","1","0",NULL,NULL,NULL
"Phillips","MT","1","0",NULL,NULL,NULL
"Piatt","IL","3","0",NULL,NULL,NULL
"Pickaway","OH","2","0",NULL,NULL,NULL
"Pickens","SC","1","0",NULL,NULL,NULL
"Pickett","TN","1","0",NULL,NULL,NULL
"Pierce","WI","2","0",NULL,NULL,NULL
"Pike","AL","1","0",NULL,NULL,NULL
"Pike","AR","2","0",NULL,NULL,NULL
"Pike","IN","4","0",NULL,NULL,NULL
"Pike","MO","1","0",NULL,NULL,NULL
"Pike","MS","1","0",NULL,NULL,NULL
"Pike","OH","2","0",NULL,NULL,NULL
"Pine","MN","1","0",NULL,NULL,NULL
"Pitt","NC","5","0",NULL,NULL,NULL
"Placer","CA","7","0",NULL,NULL,NULL
"Platte","NE","1","0",NULL,NULL,NULL
"Platte","WY","1","0",NULL,NULL,NULL
"Pocahontas","IA","3","0",NULL,NULL,NULL
"Polk","NE","1","0",NULL,NULL,NULL
"Polk","OR","1","0",NULL,NULL,NULL
"Polk","TX","2","0",NULL,NULL,NULL
"Polk","WI","3","0",NULL,NULL,NULL
"Ponce","PR","2","0",NULL,NULL,NULL
"Pontotoc","MS","1","0",NULL,NULL,NULL
"Pontotoc","OK","2","0",NULL,NULL,NULL
"Pope","MN","1","0",NULL,NULL,NULL
"Porter","IN","1","0",NULL,NULL,NULL
"Pottawatomie","KS","2","0",NULL,NULL,NULL
"Potter","SD","1","0",NULL,NULL,NULL
"Powder River","MT","1","0",NULL,NULL,NULL
"Powell","MT","2","0",NULL,NULL,NULL
"Prairie","AR","1","0",NULL,NULL,NULL
"Pratt","KS","3","0",NULL,NULL,NULL
"Preble","OH","1","0",NULL,NULL,NULL
"Presidio","TX","1","0",NULL,NULL,NULL
"Prince Edward","VA","3","0",NULL,NULL,NULL
"Prince George","VA","2","0",NULL,NULL,NULL
"Prince Georges","MD","6","0",NULL,NULL,NULL
"Prince of Wales-Hyder","AK","4","0",NULL,NULL,NULL
"Prince William","VA","3","0",NULL,NULL,NULL
"Pueblo","CO","4","0",NULL,NULL,NULL
"Pulaski","IL","2","0",NULL,NULL,NULL
"Pulaski","IN","1","0",NULL,NULL,NULL
"Pulaski","VA","1","0",NULL,NULL,NULL
"Pushmataha","OK","5","0",NULL,NULL,NULL
"Putnam","FL","5","0",NULL,NULL,NULL
"Putnam","IN","1","0",NULL,NULL,NULL
"Putnam","MO","2","0",NULL,NULL,NULL
"Putnam","NY","5","0",NULL,NULL,NULL
"Putnam","TN","3","0",NULL,NULL,NULL
"Queen Annes","MD","4","0",NULL,NULL,NULL
"Quitman","GA","1","0",NULL,NULL,NULL
"Ramsey","ND","1","0",NULL,NULL,NULL
"Randall","TX","3","0",NULL,NULL,NULL
"Randolph","AL","4","0",NULL,NULL,NULL
"Randolph","IL","8","0",NULL,NULL,NULL
"Randolph","MO","2","0",NULL,NULL,NULL
"Randolph","NC","2","0",NULL,NULL,NULL
"Rankin","MS","2","0",NULL,NULL,NULL
"Ransom","ND","1","0",NULL,NULL,NULL
"Ravalli","MT","1","0",NULL,NULL,NULL
"Reagan","TX","1","0",NULL,NULL,NULL
"Red Lake","MN","1","0",NULL,NULL,NULL
"Red River","TX","1","0",NULL,NULL,NULL
"Redwood","MN","1","0",NULL,NULL,NULL
"Renville","MN","1","0",NULL,NULL,NULL
"Renville","ND","1","0",NULL,NULL,NULL
"Reynolds","MO","1","0",NULL,NULL,NULL
"Rich","UT","2","0",NULL,NULL,NULL
"Richland","IL","2","0",NULL,NULL,NULL
"Richland","LA","2","0",NULL,NULL,NULL
"Richland","OH","2","0",NULL,NULL,NULL
"Richland","WI","1","0",NULL,NULL,NULL
"Richmond","VA","3","0",NULL,NULL,NULL
"Ringgold","IA","3","0",NULL,NULL,NULL
"Rio Arriba","NM","7","0",NULL,NULL,NULL
"Robertson","KY","1","0",NULL,NULL,NULL
"Rock Island","IL","4","0",NULL,NULL,NULL
"Rockdale","GA","1","0",NULL,NULL,NULL
"Rolette","ND","1","0",NULL,NULL,NULL
"Rooks","KS","1","0",NULL,NULL,NULL
"Roosevelt","MT","1","0",NULL,NULL,NULL
"Roosevelt","NM","3","0",NULL,NULL,NULL
"Roscommon","MI","2","0",NULL,NULL,NULL
"Rosebud","MT","1","0",NULL,NULL,NULL
"Rowan","NC","4","0",NULL,NULL,NULL
"Runnels","TX","1","0",NULL,NULL,NULL
"Rush","IN","1","0",NULL,NULL,NULL
"Rush","KS","3","0",NULL,NULL,NULL
"Rusk","TX","1","0",NULL,NULL,NULL
"Rusk","WI","2","0",NULL,NULL,NULL
"Russell","AL","2","0",NULL,NULL,NULL
"Russell","VA","4","0",NULL,NULL,NULL
"Sabine","TX","1","0",NULL,NULL,NULL
"Sac","IA","6","0",NULL,NULL,NULL
"Saginaw","MI","4","0",NULL,NULL,NULL
"Saline","IL","1","0",NULL,NULL,NULL
"Saline","MO","2","0",NULL,NULL,NULL
"Saline","NE","1","0",NULL,NULL,NULL
"Salt Lake","UT","8","0",NULL,NULL,NULL
"Saluda","SC","1","0",NULL,NULL,NULL
"San GermÃ¡n","PR","1","0",NULL,NULL,NULL
"San Jacinto","TX","3","0",NULL,NULL,NULL
"San Juan","WA","1","0",NULL,NULL,NULL
"San Miguel","CO","1","0",NULL,NULL,NULL
"San Miguel","NM","4","0",NULL,NULL,NULL
"Sandusky","OH","3","0",NULL,NULL,NULL
"Sanilac","MI","6","0",NULL,NULL,NULL
"Sanpete","UT","4","0",NULL,NULL,NULL
"Santa Rosa","FL","1","0",NULL,NULL,NULL
"Schoolcraft","MI","1","0",NULL,NULL,NULL
"Schuyler","IL","2","0",NULL,NULL,NULL
"Schuyler","MO","2","0",NULL,NULL,NULL
"Scotland","NC","2","0",NULL,NULL,NULL
"Scott","MO","2","0",NULL,NULL,NULL
"Scott","MS","1","0",NULL,NULL,NULL
"Scott","TN","1","0",NULL,NULL,NULL
"Scotts Bluff","NE","1","0",NULL,NULL,NULL
"Screven","GA","1","0",NULL,NULL,NULL
"Scurry","TX","1","0",NULL,NULL,NULL
"Searcy","AR","2","0",NULL,NULL,NULL
"Sedgwick","CO","1","0",NULL,NULL,NULL
"Seminole","GA","1","0",NULL,NULL,NULL
"Seminole","OK","1","0",NULL,NULL,NULL
"Seneca","NY","2","0",NULL,NULL,NULL
"Sevier","AR","2","0",NULL,NULL,NULL
"Seward","NE","3","0",NULL,NULL,NULL
"Shannon","MO","1","0",NULL,NULL,NULL
"Shawano","WI","3","0",NULL,NULL,NULL
"Shelby","IN","2","0",NULL,NULL,NULL
"Shelby","KY","1","0",NULL,NULL,NULL
"Shelby","MO","3","0",NULL,NULL,NULL
"Sherburne","MN","2","0",NULL,NULL,NULL
"Sheridan","KS","1","0",NULL,NULL,NULL
"Sheridan","NE","1","0",NULL,NULL,NULL
"Sherman","KS","1","0",NULL,NULL,NULL
"Sibley","MN","2","0",NULL,NULL,NULL
"Sierra","CA","2","0",NULL,NULL,NULL
"Silver Bow","MT","2","0",NULL,NULL,NULL
"Simpson","KY","1","0",NULL,NULL,NULL
"Simpson","MS","2","0",NULL,NULL,NULL
"Sitka","AK","1","0",NULL,NULL,NULL
"Skagway","AK","1","0",NULL,NULL,NULL
"Skamania","WA","1","0",NULL,NULL,NULL
"Slope","ND","3","0",NULL,NULL,NULL
"Smith","TN","2","0",NULL,NULL,NULL
"Smyth","VA","2","0",NULL,NULL,NULL
"Socorro","NM","1","0",NULL,NULL,NULL
"Solano","CA","3","0",NULL,NULL,NULL
"Somerset","MD","5","0",NULL,NULL,NULL
"Spencer","IN","2","0",NULL,NULL,NULL
"Spink","SD","2","0",NULL,NULL,NULL
"Spotsylvania","VA","1","0",NULL,NULL,NULL
"St. Bernard","LA","2","0",NULL,NULL,NULL
"St. Charles","LA","4","0",NULL,NULL,NULL
"St. Charles","MO","1","0",NULL,NULL,NULL
"St. Clair","AL","2","0",NULL,NULL,NULL
"St. Clair","MO","1","0",NULL,NULL,NULL
"St. James","LA","2","0",NULL,NULL,NULL
"St. Joseph","MI","1","0",NULL,NULL,NULL
"St. Lucie","FL","3","0",NULL,NULL,NULL
"St. Martin","LA","3","0",NULL,NULL,NULL
"St. Mary","LA","3","0",NULL,NULL,NULL
"Stafford","KS","1","0",NULL,NULL,NULL
"Stafford","VA","1","0",NULL,NULL,NULL
"Stanton","NE","1","0",NULL,NULL,NULL
"Stark","IL","2","0",NULL,NULL,NULL
"Stark","ND","4","0",NULL,NULL,NULL
"Starke","IN","1","0",NULL,NULL,NULL
"Staunton","VA","1","0",NULL,NULL,NULL
"Stephens","OK","3","0",NULL,NULL,NULL
"Steuben","IN","4","0",NULL,NULL,NULL
"Steuben","NY","8","0",NULL,NULL,NULL
"Stevens","MN","1","0",NULL,NULL,NULL
"Stevens","WA","8","0",NULL,NULL,NULL
"Stillwater","MT","3","0",NULL,NULL,NULL
"Stokes","NC","3","0",NULL,NULL,NULL
"Stone","AR","4","0",NULL,NULL,NULL
"Stonewall","TX","2","0",NULL,NULL,NULL
"Sublette","WY","1","0",NULL,NULL,NULL
"Sullivan","PA","3","0",NULL,NULL,NULL
"Sully","SD","1","0",NULL,NULL,NULL
"Summers","WV","1","0",NULL,NULL,NULL
"Summit","CO","1","0",NULL,NULL,NULL
"Summit","UT","3","0",NULL,NULL,NULL
"Sumner","KS","3","0",NULL,NULL,NULL
"Sumner","TN","5","0",NULL,NULL,NULL
"Sumter","SC","2","0",NULL,NULL,NULL
"Surry","NC","1","0",NULL,NULL,NULL
"Sutter","CA","3","0",NULL,NULL,NULL
"Suwannee","FL","1","0",NULL,NULL,NULL
"Swain","NC","1","0",NULL,NULL,NULL
"Switzerland","IN","1","0",NULL,NULL,NULL
"Talladega","AL","3","0",NULL,NULL,NULL
"Tallahatchie","MS","1","0",NULL,NULL,NULL
"Tattnall","GA","1","0",NULL,NULL,NULL
"Taylor","FL","1","0",NULL,NULL,NULL
"Taylor","GA","2","0",NULL,NULL,NULL
"Taylor","IA","2","0",NULL,NULL,NULL
"Taylor","WV","1","0",NULL,NULL,NULL
"Tehama","CA","3","0",NULL,NULL,NULL
"Telfair","GA","1","0",NULL,NULL,NULL
"Teller","CO","2","0",NULL,NULL,NULL
"Terrebonne","LA","4","0",NULL,NULL,NULL
"Terry","TX","2","0",NULL,NULL,NULL
"Teton","ID","2","0",NULL,NULL,NULL
"Teton","MT","2","0",NULL,NULL,NULL
"Texas","MO","3","0",NULL,NULL,NULL
"Texas","OK","3","0",NULL,NULL,NULL
"Thomas","GA","4","0",NULL,NULL,NULL
"Thomas","KS","1","0",NULL,NULL,NULL
"Tift","GA","1","0",NULL,NULL,NULL
"Tillamook","OR","3","0",NULL,NULL,NULL
"Tioga","NY","3","0",NULL,NULL,NULL
"Tippecanoe","IN","5","0",NULL,NULL,NULL
"Tipton","IN","2","0",NULL,NULL,NULL
"Tishomingo","MS","2","0",NULL,NULL,NULL
"Tooele","UT","4","0",NULL,NULL,NULL
"Toole","MT","3","0",NULL,NULL,NULL
"Toombs","GA","1","0",NULL,NULL,NULL
"Torrance","NM","6","0",NULL,NULL,NULL
"Towner","ND","2","0",NULL,NULL,NULL
"Transylvania","NC","1","0",NULL,NULL,NULL
"Trego","KS","2","0",NULL,NULL,NULL
"Trempealeau","WI","4","0",NULL,NULL,NULL
"Treutlen","GA","1","0",NULL,NULL,NULL
"Trinity","CA","3","0",NULL,NULL,NULL
"Tripp","SD","2","0",NULL,NULL,NULL
"Trumbull","OH","8","0",NULL,NULL,NULL
"Tucker","WV","3","0",NULL,NULL,NULL
"Tunica","MS","3","0",NULL,NULL,NULL
"Turner","SD","1","0",NULL,NULL,NULL
"Tuscaloosa","AL","1","0",NULL,NULL,NULL
"Twin Falls","ID","1","0",NULL,NULL,NULL
"Tyler","WV","1","0",NULL,NULL,NULL
"Tyrrell","NC","1","0",NULL,NULL,NULL
"Uintah","UT","1","0",NULL,NULL,NULL
"Umatilla","OR","3","0",NULL,NULL,NULL
"Unicoi","TN","1","0",NULL,NULL,NULL
"Union","GA","1","0",NULL,NULL,NULL
"Union","IA","2","0",NULL,NULL,NULL
"Union","IL","3","0",NULL,NULL,NULL
"Union","IN","1","0",NULL,NULL,NULL
"Union","KY","1","0",NULL,NULL,NULL
"Union","LA","2","0",NULL,NULL,NULL
"Union","MS","2","0",NULL,NULL,NULL
"Union","NC","3","0",NULL,NULL,NULL
"Union","NJ","14","0",NULL,NULL,NULL
"Union","NM","2","0",NULL,NULL,NULL
"Union","SC","2","0",NULL,NULL,NULL
"Union","SD","1","0",NULL,NULL,NULL
"Union","TN","1","0",NULL,NULL,NULL
"Upshur","TX","1","0",NULL,NULL,NULL
"Val Verde","TX","1","0",NULL,NULL,NULL
"Valdez-Cordova","AK","1","0",NULL,NULL,NULL
"Valencia","NM","1","0",NULL,NULL,NULL
"Van Buren","MI","6","0",NULL,NULL,NULL
"Vance","NC","2","0",NULL,NULL,NULL
"Vanderburgh","IN","1","0",NULL,NULL,NULL
"Vega Alta","PR","2","0",NULL,NULL,NULL
"Ventura","CA","8","0",NULL,NULL,NULL
"Vinton","OH","3","0",NULL,NULL,NULL
"Virginia Beach","VA","3","0",NULL,NULL,NULL
"Wabash","IL","2","0",NULL,NULL,NULL
"Wade Hampton","AK","2","0",NULL,NULL,NULL
"Wagoner","OK","1","0",NULL,NULL,NULL
"Walker","GA","4","0",NULL,NULL,NULL
"Walker","TX","1","0",NULL,NULL,NULL
"Walla Walla","WA","2","0",NULL,NULL,NULL
"Walthall","MS","1","0",NULL,NULL,NULL
"Walworth","SD","2","0",NULL,NULL,NULL
"Wapello","IA","2","0",NULL,NULL,NULL
"Ward","ND","4","0",NULL,NULL,NULL
"Ward","TX","1","0",NULL,NULL,NULL
"Warren","IL","3","0",NULL,NULL,NULL
"Warren","KY","3","0",NULL,NULL,NULL
"Warren","MO","1","0",NULL,NULL,NULL
"Warren","MS","1","0",NULL,NULL,NULL
"Warren","NJ","3","0",NULL,NULL,NULL
"Warren","NY","4","0",NULL,NULL,NULL
"Warren","TN","2","0",NULL,NULL,NULL
"Warrick","IN","1","0",NULL,NULL,NULL
"Washburn","WI","1","0",NULL,NULL,NULL
"Washington","AR","3","0",NULL,NULL,NULL
"Washington","CO","1","0",NULL,NULL,NULL
"Washington","GA","2","0",NULL,NULL,NULL
"Washington","ID","1","0",NULL,NULL,NULL
"Washington","KS","2","0",NULL,NULL,NULL
"Washington","KY","1","0",NULL,NULL,NULL
"Washington","MD","4","0",NULL,NULL,NULL
"Washington","NC","1","0",NULL,NULL,NULL
"Washington","NE","4","0",NULL,NULL,NULL
"Washington","OH","2","0",NULL,NULL,NULL
"Washington","OK","4","0",NULL,NULL,NULL
"Washington","TN","1","0",NULL,NULL,NULL
"Washington","TX","1","0",NULL,NULL,NULL
"Washita","OK","5","0",NULL,NULL,NULL
"Washoe","NV","5","0",NULL,NULL,NULL
"Watonwan","MN","2","0",NULL,NULL,NULL
"Wayne","GA","1","0",NULL,NULL,NULL
"Wayne","IA","4","0",NULL,NULL,NULL
"Wayne","MO","2","0",NULL,NULL,NULL
"Wayne","MS","2","0",NULL,NULL,NULL
"Wayne","NC","2","0",NULL,NULL,NULL
"Wayne","NE","1","0",NULL,NULL,NULL
"Wayne","TN","2","0",NULL,NULL,NULL
"Wayne","UT","2","0",NULL,NULL,NULL
"Wayne","WV","4","0",NULL,NULL,NULL
"Waynesboro","VA","1","0",NULL,NULL,NULL
"Webster","KY","2","0",NULL,NULL,NULL
"Webster","LA","2","0",NULL,NULL,NULL
"Webster","MO","1","0",NULL,NULL,NULL
"Webster","NE","1","0",NULL,NULL,NULL
"Webster","WV","3","0",NULL,NULL,NULL
"Wells","ND","5","0",NULL,NULL,NULL
"Wheatland","MT","1","0",NULL,NULL,NULL
"Wheeler","GA","1","0",NULL,NULL,NULL
"Wheeler","NE","2","0",NULL,NULL,NULL
"Whiteside","IL","2","0",NULL,NULL,NULL
"Whitfield","GA","1","0",NULL,NULL,NULL
"Whitley","IN","2","0",NULL,NULL,NULL
"Whitman","WA","4","0",NULL,NULL,NULL
"Wichita","KS","1","0",NULL,NULL,NULL
"Wicomico","MD","2","0",NULL,NULL,NULL
"Wilbarger","TX","1","0",NULL,NULL,NULL
"Wilcox","AL","2","0",NULL,NULL,NULL
"Wilcox","GA","1","0",NULL,NULL,NULL
"Wilkes","GA","1","0",NULL,NULL,NULL
"Wilkes","NC","1","0",NULL,NULL,NULL
"Wilkinson","GA","2","0",NULL,NULL,NULL
"Willacy","TX","2","0",NULL,NULL,NULL
"Williams","ND","1","0",NULL,NULL,NULL
"Williams","OH","3","0",NULL,NULL,NULL
"Williamsburg","SC","3","0",NULL,NULL,NULL
"Williamson","IL","1","0",NULL,NULL,NULL
"Wilson","NC","3","0",NULL,NULL,NULL
"Windham","VT","7","0",NULL,NULL,NULL
"Winn","LA","1","0",NULL,NULL,NULL
"Winneshiek","IA","2","0",NULL,NULL,NULL
"Winona","MN","2","0",NULL,NULL,NULL
"Wirt","WV","1","0",NULL,NULL,NULL
"Wise","TX","1","0",NULL,NULL,NULL
"Wood","TX","3","0",NULL,NULL,NULL
"Wood","WV","4","0",NULL,NULL,NULL
"Woodson","KS","1","0",NULL,NULL,NULL
"Worth","IA","3","0",NULL,NULL,NULL
"Wyandot","OH","1","0",NULL,NULL,NULL
"Wyoming","PA","1","0",NULL,NULL,NULL
"Yadkin","NC","1","0",NULL,NULL,NULL
"Yakima","WA","6","0",NULL,NULL,NULL
"Yankton","SD","1","0",NULL,NULL,NULL
"Yazoo","MS","2","0",NULL,NULL,NULL
"Yuba","CA","5","0",NULL,NULL,NULL
"Yuma","CO","1","0",NULL,NULL,NULL
"Zapata","TX","1","0",NULL,NULL,NULL
